[2026-01-07 17:16:53,384] 20 root - INFO - Initiate the data ingestion
[2026-01-07 17:16:58,214] 73 root - INFO - Performed train test split
[2026-01-07 17:16:58,542] 90 root - INFO - Train and test files saved
[2026-01-07 17:16:58,544] 22 root - INFO - Data Ingestion completed
[2026-01-07 17:16:58,654] 27 root - INFO - Initiate the data validation
[2026-01-07 17:16:58,974] 35 root - INFO - Required number of columns:2
[2026-01-07 17:16:58,974] 36 root - INFO - data frame has columns:31
[2026-01-07 17:16:59,777] 29 root - INFO - Data Validation completed
[2026-01-07 17:16:59,791] 32 root - INFO - Data Transformation started
[2026-01-07 17:16:59,791] 52 root - INFO - Entered initiate-data_transformation method of DataTransformation class
[2026-01-07 17:16:59,792] 54 root - INFO - Starting data transformation
[2026-01-07 17:16:59,906] 38 root - INFO - Entered get_data_transformer_object method of Transformation class
[2026-01-07 17:16:59,906] 43 root - INFO - Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-07 17:16:59,953] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-01-07 17:16:59,963] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-01-07 17:16:59,964] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-01-07 17:16:59,970] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-01-07 17:16:59,981] 36 root - INFO - Data transformation completed
[2026-01-07 17:16:59,981] 38 root - INFO - Model Training stared
[2026-01-07 17:17:55,018] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-01-07 17:17:55,053] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-01-07 17:17:55,054] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-01-07 17:17:55,065] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-01-07 17:17:55,065] 141 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='final_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914374937040394, precision_score=0.9895435350894832, recall_score=0.9933387161889382), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9749074454956808, precision_score=0.9649837133550488, recall_score=0.9850374064837906))
[2026-01-07 17:17:55,069] 43 root - INFO - Model Training artifact created
