[2026-01-07 00:05:31,687] 20 root - INFO - Initiate the data ingestion
[2026-01-07 00:05:35,031] 73 root - INFO - Performed train test split
[2026-01-07 00:05:35,240] 90 root - INFO - Train and test files saved
[2026-01-07 00:05:35,242] 22 root - INFO - Data Ingestion completed
[2026-01-07 00:05:35,271] 27 root - INFO - Initiate the data validation
[2026-01-07 00:05:35,403] 35 root - INFO - Required number of columns:2
[2026-01-07 00:05:35,404] 36 root - INFO - data frame has columns:31
[2026-01-07 00:05:35,926] 29 root - INFO - Data Validation completed
[2026-01-07 00:05:35,930] 32 root - INFO - Data Transformation started
[2026-01-07 00:05:35,930] 52 root - INFO - Entered initiate-data_transformation method of DataTransformation class
[2026-01-07 00:05:35,931] 54 root - INFO - Starting data transformation
[2026-01-07 00:05:36,019] 38 root - INFO - Entered get_data_transformer_object method of Transformation class
[2026-01-07 00:05:36,019] 43 root - INFO - Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-07 00:05:36,048] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-01-07 00:05:36,054] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-01-07 00:05:36,055] 47 root - INFO - Entered the save_object method of MainUtils class
[2026-01-07 00:05:36,072] 51 root - INFO - Exited the save_object method of MainUtils class
[2026-01-07 00:05:36,079] 36 root - INFO - Data transformation completed
[2026-01-07 00:05:36,079] 38 root - INFO - Model Training stared
